,age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,days_since_last_contact,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
7507,31.0,services,married,basic.9y,no,no,no,cellular,jul,wed,679.0,1,999,0,nonexistent,yes,Ovar
7508,35.0,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,2122.0,1,999,0,nonexistent,yes,Vila Nova de Famalicão
7509,36.0,admin.,married,university.degree,no,yes,no,cellular,jul,wed,570.0,2,999,0,nonexistent,yes,Ermesinde
7510,42.0,technician,married,high.school,no,yes,no,cellular,jul,wed,232.0,1,999,0,nonexistent,yes,Esmoriz
7511,24.0,blue-collar,married,basic.9y,no,unknown,unknown,cellular,jul,wed,232.0,1,999,0,nonexistent,yes,Caniço
7512,31.0,management,single,university.degree,no,no,no,cellular,jul,wed,645.0,1,999,0,nonexistent,yes,Serpa
7513,32.0,blue-collar,unknown,basic.4y,unknown,no,yes,telephone,jul,wed,990.0,1,999,0,nonexistent,yes,Praia da Vitória
7514,31.0,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,662.0,1,999,0,nonexistent,yes,Alfena
7515,31.0,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,625.0,1,999,0,nonexistent,yes,Rio Tinto
7516,34.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,727.0,3,999,0,nonexistent,yes,Rio Tinto
7517,51.0,admin.,married,university.degree,no,yes,no,cellular,jul,wed,426.0,3,999,0,nonexistent,yes,Valpaços
7518,31.0,blue-collar,married,unknown,no,yes,no,cellular,jul,wed,232.0,1,999,0,nonexistent,yes,Beja
7519,31.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1121.0,1,999,0,nonexistent,yes,Esmoriz
7520,26.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,1139.0,1,999,0,nonexistent,yes,Funchal
7521,44.0,admin.,married,high.school,no,no,no,cellular,jul,wed,869.0,1,999,0,nonexistent,yes,Vendas Novas
7522,34.0,admin.,married,high.school,no,no,no,cellular,jul,wed,359.0,5,999,0,nonexistent,yes,Espinho
7523,58.0,retired,married,basic.4y,no,no,no,cellular,jul,wed,1014.0,1,999,0,nonexistent,yes,Moura
7524,28.0,blue-collar,single,professional.course,no,no,no,cellular,jul,wed,1290.0,4,999,0,nonexistent,yes,Rio Tinto
7525,39.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,1439.0,6,999,0,nonexistent,yes,Esposende
7526,27.0,admin.,single,university.degree,no,no,no,cellular,jul,wed,919.0,2,999,0,nonexistent,yes,Tarouca
7527,30.0,services,single,high.school,no,no,no,cellular,jul,wed,232.0,3,999,0,nonexistent,yes,Barcelos
7528,38.0,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,901.0,1,999,0,nonexistent,yes,Lagoa
7529,34.0,technician,single,university.degree,no,yes,no,cellular,jul,thu,560.0,1,999,0,nonexistent,yes,Fundão
7530,33.0,blue-collar,single,basic.6y,no,no,no,cellular,jul,thu,854.0,1,999,0,nonexistent,yes,Évora
7531,32.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,255.0,1,999,0,nonexistent,yes,Vila do Conde
7532,35.0,admin.,single,university.degree,unknown,no,no,cellular,jul,thu,232.0,1,999,0,nonexistent,yes,Évora
7533,26.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,804.0,1,999,0,nonexistent,yes,Freamunde
7534,43.0,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,232.0,1,999,0,nonexistent,yes,Oliveira do Bairro
7535,57.0,management,married,basic.4y,unknown,no,yes,cellular,jul,thu,584.0,1,999,0,nonexistent,yes,Quarteira
7536,42.0,blue-collar,married,basic.9y,no,no,yes,cellular,jul,thu,880.0,1,999,0,nonexistent,yes,Amora
7537,28.0,admin.,unknown,high.school,no,no,no,cellular,jul,thu,232.0,2,999,0,nonexistent,yes,Torres Vedras
7538,54.0,blue-collar,married,high.school,no,no,no,cellular,jul,thu,771.0,1,999,0,nonexistent,yes,Gandra
7539,31.0,unknown,married,high.school,no,yes,no,cellular,jul,thu,627.0,1,999,0,nonexistent,yes,Albufeira
7540,55.0,management,married,university.degree,no,yes,no,cellular,jul,thu,232.0,7,999,0,nonexistent,yes,Faro
7541,31.0,admin.,married,high.school,no,no,no,cellular,jul,thu,634.0,1,999,0,nonexistent,yes,Oliveira do Hospital
7542,25.0,admin.,single,high.school,no,yes,no,cellular,jul,thu,476.0,4,999,0,nonexistent,yes,Tondela
7543,42.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,829.0,5,999,0,nonexistent,yes,Vendas Novas
7544,40.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,724.0,1,999,0,nonexistent,yes,Barreiro
7545,38.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,232.0,1,999,0,nonexistent,yes,Santana
7546,32.0,unknown,single,professional.course,no,no,no,cellular,jul,thu,2029.0,1,999,0,nonexistent,yes,Vila Nova de Santo André
7547,38.0,technician,married,basic.9y,no,no,yes,cellular,jul,thu,1499.0,3,999,0,nonexistent,yes,Odivelas
7548,35.0,unknown,married,basic.9y,unknown,no,no,cellular,jul,thu,232.0,1,999,0,nonexistent,yes,Funchal
7549,42.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1187.0,3,999,0,nonexistent,yes,Lisbon
7550,31.0,technician,unknown,professional.course,no,no,yes,cellular,jul,thu,487.0,1,999,0,nonexistent,yes,Vila Franca de Xira
7551,23.0,services,single,high.school,no,no,no,cellular,jul,thu,1097.0,3,999,0,nonexistent,yes,Fátima
7552,31.0,technician,married,professional.course,no,no,no,cellular,jul,thu,3643.0,1,999,0,nonexistent,yes,Machico
7553,30.0,services,married,high.school,no,yes,no,cellular,jul,fri,812.0,1,999,0,nonexistent,yes,Agualva-Cacém
7554,35.0,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,232.0,1,999,0,nonexistent,yes,Marco de Canaveses
7555,53.0,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,817.0,2,999,0,nonexistent,yes,Agualva-Cacém
7556,33.0,services,married,high.school,no,no,no,cellular,jul,fri,1060.0,2,999,0,nonexistent,yes,Albufeira
7557,33.0,admin.,single,university.degree,no,yes,no,cellular,jul,fri,232.0,2,999,0,nonexistent,yes,Agualva-Cacém
7558,38.0,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri,232.0,2,999,0,nonexistent,yes,Chaves
7559,30.0,blue-collar,married,unknown,no,yes,no,cellular,jul,fri,1294.0,2,999,0,nonexistent,yes,Albufeira
7560,38.0,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,764.0,2,999,0,nonexistent,yes,Miranda do Douro
7561,38.0,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,jul,fri,1120.0,2,999,0,nonexistent,yes,Rio Tinto
7562,35.0,admin.,single,unknown,no,yes,no,cellular,jul,fri,963.0,2,999,0,nonexistent,yes,Agualva-Cacém
7563,32.0,technician,married,unknown,no,yes,yes,cellular,jul,fri,1973.0,2,999,0,nonexistent,yes,Covilhã
7564,53.0,management,married,basic.9y,unknown,yes,yes,cellular,jul,fri,1041.0,2,999,0,nonexistent,yes,Valpaços
7565,41.0,self-employed,divorced,unknown,no,no,no,cellular,jul,fri,911.0,2,999,0,nonexistent,yes,Portalegre
7566,38.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,822.0,2,999,0,nonexistent,yes,Funchal
7567,43.0,unknown,divorced,basic.9y,no,no,no,cellular,jul,fri,853.0,2,999,0,nonexistent,yes,Beja
7568,46.0,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri,232.0,2,999,0,nonexistent,yes,Agualva-Cacém
7569,26.0,admin.,single,high.school,no,no,no,cellular,jul,fri,1310.0,2,999,0,nonexistent,yes,Lamego
7570,50.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,611.0,2,999,0,nonexistent,yes,Coimbra
7571,39.0,services,married,professional.course,no,yes,no,cellular,jul,mon,751.0,2,999,0,nonexistent,yes,Ílhavo
7572,31.0,management,married,university.degree,no,yes,no,cellular,jul,mon,1397.0,3,999,0,nonexistent,yes,Oliveira de Azeméis
7573,30.0,blue-collar,unknown,high.school,unknown,yes,no,cellular,jul,mon,232.0,3,999,0,nonexistent,yes,Valongo
7574,23.0,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,686.0,2,999,0,nonexistent,yes,Vendas Novas
7575,33.0,entrepreneur,married,unknown,no,yes,no,cellular,jul,mon,232.0,3,999,0,nonexistent,yes,Agualva-Cacém
7576,35.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,788.0,2,999,0,nonexistent,yes,Águeda
7577,50.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1130.0,3,999,0,nonexistent,yes,Queluz
7578,57.0,retired,married,university.degree,no,yes,yes,cellular,jul,mon,1062.0,4,999,0,nonexistent,yes,Serpa
7579,36.0,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,232.0,2,999,0,nonexistent,yes,Fiães
7580,35.0,admin.,married,high.school,unknown,no,no,cellular,jul,mon,1336.0,4,999,0,nonexistent,yes,Albufeira
7581,27.0,services,unknown,unknown,no,no,no,cellular,jul,mon,1071.0,3,999,0,nonexistent,yes,Santana
7582,26.0,technician,single,high.school,no,yes,yes,cellular,jul,mon,894.0,7,999,0,nonexistent,yes,Montijo
7583,54.0,management,unknown,university.degree,no,no,no,cellular,jul,mon,798.0,2,999,0,nonexistent,yes,Esposende
7584,44.0,services,divorced,basic.9y,no,no,no,cellular,jul,tue,805.0,3,999,0,nonexistent,yes,Matosinhos
7585,42.0,technician,married,basic.9y,no,no,no,cellular,jul,tue,723.0,3,999,0,nonexistent,yes,Trofa
7586,45.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,232.0,5,999,0,nonexistent,yes,Setúbal
7587,54.0,retired,married,basic.4y,no,yes,yes,telephone,jul,tue,533.0,3,999,0,nonexistent,yes,Rio Tinto
7588,57.0,self-employed,married,professional.course,no,yes,no,cellular,jul,tue,1056.0,2,999,0,nonexistent,yes,Rebordosa
7589,38.0,technician,single,professional.course,no,no,no,cellular,jul,tue,815.0,4,999,0,nonexistent,yes,Torres Novas
7590,24.0,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,808.0,3,999,0,nonexistent,yes,Covilhã
7591,43.0,services,single,high.school,no,no,no,cellular,jul,tue,232.0,4,999,0,nonexistent,yes,Odivelas
7592,36.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,1615.0,3,999,0,nonexistent,yes,Évora
7593,33.0,housemaid,married,basic.9y,no,no,no,cellular,jul,tue,860.0,4,999,0,nonexistent,yes,Gondomar
7594,35.0,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,tue,658.0,1,999,0,nonexistent,yes,Odivelas
7595,26.0,unknown,married,basic.9y,no,no,no,cellular,jul,tue,232.0,2,999,0,nonexistent,yes,Gondomar
7596,32.0,services,single,unknown,unknown,yes,no,cellular,jul,tue,881.0,1,999,0,nonexistent,yes,Agualva-Cacém
7597,32.0,services,single,unknown,unknown,no,no,cellular,jul,tue,232.0,1,999,0,nonexistent,yes,Tondela
7598,33.0,services,married,high.school,no,yes,no,cellular,jul,tue,232.0,4,999,0,nonexistent,yes,Águeda
7599,50.0,admin.,married,professional.course,no,no,no,cellular,jul,tue,1001.0,3,999,0,nonexistent,yes,Agualva-Cacém
7600,26.0,technician,divorced,professional.course,no,no,yes,cellular,jul,tue,232.0,1,999,0,nonexistent,yes,Fátima
7601,34.0,management,unknown,university.degree,no,yes,no,cellular,jul,tue,1228.0,6,999,0,nonexistent,yes,Odivelas
7602,39.0,unknown,divorced,high.school,no,yes,no,cellular,jul,tue,514.0,5,999,0,nonexistent,yes,Gondomar
7603,34.0,technician,divorced,basic.6y,no,yes,no,cellular,jul,tue,716.0,3,999,0,nonexistent,yes,Vila Real
7604,34.0,technician,single,professional.course,no,no,yes,cellular,jul,tue,232.0,5,999,0,nonexistent,yes,Pinhel
7605,32.0,technician,single,professional.course,no,no,no,cellular,jul,tue,769.0,4,999,0,nonexistent,yes,Póvoa de Santa Iria
7606,33.0,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,tue,889.0,5,999,0,nonexistent,yes,Seixal
7607,48.0,admin.,divorced,basic.9y,no,no,no,cellular,jul,tue,232.0,4,999,0,nonexistent,yes,Serpa
7608,34.0,management,married,unknown,no,yes,no,cellular,jul,tue,838.0,3,999,0,nonexistent,yes,Ponta Delgada
7609,57.0,blue-collar,divorced,basic.6y,unknown,no,no,cellular,jul,tue,232.0,6,999,0,nonexistent,yes,Ribeira Grande
7610,27.0,admin.,single,professional.course,no,no,no,cellular,jul,tue,232.0,5,999,0,nonexistent,yes,Seixal
7611,59.0,retired,married,university.degree,unknown,no,no,cellular,jul,wed,767.0,5,999,0,nonexistent,yes,Valongo
7612,26.0,technician,single,professional.course,no,unknown,unknown,cellular,jul,wed,578.0,1,999,0,nonexistent,yes,Póvoa de Santa Iria
7613,24.0,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,349.0,1,999,0,nonexistent,yes,Covilhã
7614,43.0,unknown,single,basic.6y,no,yes,yes,cellular,jul,wed,1806.0,4,999,0,nonexistent,yes,Gondomar
7615,39.0,technician,married,high.school,unknown,no,no,cellular,jul,wed,232.0,1,999,0,nonexistent,yes,Ermesinde
7616,45.0,unknown,unknown,unknown,no,yes,yes,cellular,jul,wed,496.0,1,999,0,nonexistent,yes,Marinha Grande
7617,45.0,unknown,unknown,unknown,no,yes,no,cellular,jul,wed,586.0,1,999,0,nonexistent,yes,Gouveia
7618,27.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,689.0,1,999,0,nonexistent,yes,Fundão
7619,49.0,retired,married,high.school,no,yes,no,cellular,jul,wed,555.0,1,999,0,nonexistent,yes,Trancoso
7620,34.0,admin.,married,university.degree,no,yes,no,cellular,jul,wed,686.0,6,999,0,nonexistent,yes,Póvoa de Santa Iria
7621,23.0,blue-collar,single,high.school,no,no,no,cellular,jul,wed,232.0,1,999,0,nonexistent,yes,Agualva-Cacém
7622,23.0,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,830.0,1,999,0,nonexistent,yes,Setúbal
7623,29.0,admin.,single,university.degree,no,no,no,cellular,jul,wed,873.0,2,999,0,nonexistent,yes,Leiria
7624,50.0,retired,married,basic.4y,no,no,no,cellular,jul,wed,1222.0,1,999,0,nonexistent,yes,Valongo
7625,55.0,unknown,married,university.degree,no,no,no,cellular,jul,wed,988.0,1,999,0,nonexistent,yes,Barreiro
7626,35.0,admin.,single,high.school,no,yes,yes,cellular,jul,wed,232.0,1,999,0,nonexistent,yes,Odivelas
7627,26.0,technician,married,basic.9y,unknown,yes,no,telephone,jul,wed,367.0,6,999,0,nonexistent,yes,Fafe
7628,33.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1019.0,11,999,0,nonexistent,yes,Rio Tinto
7629,48.0,blue-collar,married,unknown,unknown,yes,no,cellular,jul,wed,709.0,2,999,0,nonexistent,yes,Rio Tinto
7630,51.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,561.0,9,999,0,nonexistent,yes,Chaves
7631,30.0,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,wed,1018.0,2,999,0,nonexistent,yes,Câmara de Lobos
7632,34.0,admin.,married,university.degree,no,no,no,cellular,jul,wed,781.0,2,999,0,nonexistent,yes,Seixal
7633,24.0,unknown,single,high.school,no,no,no,cellular,jul,thu,232.0,3,999,0,nonexistent,yes,Caniço
7634,31.0,services,single,basic.9y,no,yes,no,cellular,jul,thu,232.0,2,999,0,nonexistent,yes,Fátima
7635,50.0,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,1275.0,1,999,0,nonexistent,yes,Chaves
7636,25.0,blue-collar,married,basic.4y,no,no,yes,telephone,jul,thu,1008.0,2,999,0,nonexistent,yes,Vendas Novas
7637,27.0,unemployed,single,university.degree,no,yes,yes,cellular,jul,thu,538.0,2,999,0,nonexistent,yes,Oliveira do Bairro
7638,23.0,management,single,university.degree,no,no,no,cellular,jul,thu,795.0,1,999,0,nonexistent,yes,Portimão
7639,39.0,housemaid,divorced,basic.9y,no,no,no,cellular,jul,thu,926.0,1,999,0,nonexistent,yes,Chaves
7640,32.0,admin.,single,university.degree,no,no,yes,cellular,jul,thu,1027.0,1,999,0,nonexistent,yes,Rio Tinto
7641,23.0,management,single,university.degree,no,no,no,cellular,jul,thu,232.0,2,999,0,nonexistent,yes,Covilhã
7642,49.0,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,thu,626.0,3,999,0,nonexistent,yes,Funchal
7643,29.0,admin.,single,university.degree,no,no,yes,cellular,jul,thu,232.0,2,999,0,nonexistent,yes,Gafanha da Nazaré
7644,24.0,technician,single,basic.6y,no,yes,no,telephone,jul,thu,1448.0,7,999,0,nonexistent,yes,Ponte de Sor
7645,27.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,232.0,3,999,0,nonexistent,yes,Esposende
7646,28.0,blue-collar,single,unknown,no,no,no,cellular,jul,thu,232.0,1,999,0,nonexistent,yes,Lourosa
7647,31.0,blue-collar,unknown,basic.9y,no,no,no,cellular,jul,thu,232.0,3,999,0,nonexistent,yes,Ovar
7648,31.0,technician,married,basic.9y,no,no,yes,cellular,jul,thu,1319.0,5,999,0,nonexistent,yes,Valongo
7649,35.0,self-employed,married,university.degree,no,no,no,cellular,jul,thu,232.0,2,999,0,nonexistent,yes,Ponta Delgada
7650,26.0,admin.,married,high.school,no,no,no,cellular,jul,thu,991.0,5,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
7651,42.0,services,married,high.school,no,no,no,cellular,jul,thu,1153.0,4,999,0,nonexistent,yes,Agualva-Cacém
7652,41.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,232.0,3,999,0,nonexistent,yes,Guimarães
7653,37.0,technician,married,professional.course,no,no,yes,cellular,jul,fri,232.0,3,999,0,nonexistent,yes,Agualva-Cacém
7654,31.0,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,fri,1081.0,2,999,0,nonexistent,yes,Vila Real de Santo António
7655,57.0,blue-collar,married,high.school,unknown,no,no,cellular,jul,fri,232.0,1,999,0,nonexistent,yes,Lagoa
7656,57.0,blue-collar,married,high.school,unknown,yes,no,cellular,jul,fri,232.0,1,999,0,nonexistent,yes,Maia
7657,27.0,admin.,married,unknown,no,yes,no,cellular,jul,fri,494.0,1,999,0,nonexistent,yes,Valongo
7658,31.0,admin.,single,basic.9y,no,no,no,cellular,jul,fri,978.0,1,999,0,nonexistent,yes,Gafanha da Nazaré
7659,35.0,admin.,single,university.degree,no,no,no,cellular,jul,fri,536.0,1,999,0,nonexistent,yes,Évora
7660,29.0,admin.,single,high.school,no,no,no,cellular,jul,fri,567.0,1,999,0,nonexistent,yes,Maia
7661,29.0,management,single,basic.9y,no,no,yes,cellular,jul,fri,968.0,1,999,0,nonexistent,yes,Alfena
7662,30.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,474.0,2,999,0,nonexistent,yes,Oliveira do Bairro
7663,33.0,admin.,single,high.school,no,yes,no,cellular,jul,fri,232.0,1,999,0,nonexistent,yes,Lagoa
7664,28.0,services,divorced,high.school,unknown,no,yes,cellular,jul,fri,278.0,2,999,0,nonexistent,yes,Lagoa
7665,38.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,610.0,1,999,0,nonexistent,yes,Mealhada
7666,37.0,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,232.0,3,999,0,nonexistent,yes,Agualva-Cacém
7667,32.0,services,single,professional.course,no,yes,no,cellular,jul,fri,671.0,1,999,0,nonexistent,yes,Barreiro
7668,45.0,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,fri,232.0,1,999,0,nonexistent,yes,Odivelas
7669,37.0,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,fri,658.0,2,999,0,nonexistent,yes,Seixal
7670,57.0,retired,divorced,basic.4y,unknown,no,no,cellular,jul,fri,655.0,4,999,0,nonexistent,yes,Rio Tinto
7671,24.0,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,659.0,5,999,0,nonexistent,yes,Águeda
7672,56.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,641.0,1,999,0,nonexistent,yes,Vila Nova de Foz Côa
7673,33.0,management,single,university.degree,no,yes,no,cellular,jul,fri,415.0,2,999,0,nonexistent,yes,Tondela
7674,46.0,admin.,single,university.degree,no,no,no,cellular,jul,fri,852.0,9,999,0,nonexistent,yes,Vila Real
7675,39.0,blue-collar,married,unknown,no,yes,no,cellular,jul,fri,635.0,3,999,0,nonexistent,yes,Gondomar
7676,25.0,blue-collar,single,basic.6y,no,no,yes,cellular,jul,fri,232.0,3,999,0,nonexistent,yes,Agualva-Cacém
7677,33.0,technician,married,high.school,no,yes,no,cellular,jul,fri,1360.0,9,999,0,nonexistent,yes,Loures
7678,26.0,services,single,high.school,no,no,no,cellular,jul,fri,588.0,7,999,0,nonexistent,yes,Portimão
7679,35.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1373.0,4,999,0,nonexistent,yes,Serpa
7680,34.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,232.0,4,999,0,nonexistent,yes,Santa Maria da Feira
7681,30.0,admin.,married,university.degree,no,yes,no,cellular,jul,fri,232.0,2,999,0,nonexistent,yes,Gafanha da Nazaré
7682,57.0,admin.,married,basic.9y,no,no,no,cellular,jul,fri,1139.0,2,999,0,nonexistent,yes,Agualva-Cacém
7683,43.0,admin.,married,high.school,no,no,no,cellular,jul,mon,232.0,2,999,0,nonexistent,yes,Freamunde
7684,40.0,management,married,university.degree,no,yes,no,cellular,jul,mon,638.0,3,999,0,nonexistent,yes,Agualva-Cacém
7685,27.0,admin.,single,high.school,unknown,no,no,cellular,jul,mon,232.0,2,999,0,nonexistent,yes,Barcelos
7686,32.0,admin.,single,high.school,unknown,no,no,cellular,jul,mon,590.0,3,999,0,nonexistent,yes,Tondela
7687,36.0,technician,married,basic.4y,no,no,no,cellular,jul,mon,854.0,1,999,0,nonexistent,yes,Seixal
7688,39.0,technician,single,professional.course,no,no,no,cellular,jul,mon,617.0,2,999,0,nonexistent,yes,Fafe
7689,38.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,1039.0,7,999,0,nonexistent,yes,Tondela
7690,44.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,574.0,1,999,0,nonexistent,yes,Vila Real de Santo António
7691,44.0,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,232.0,2,999,0,nonexistent,yes,Águeda
7692,31.0,unknown,single,high.school,no,no,no,cellular,jul,mon,1017.0,6,999,0,nonexistent,yes,São Salvador de Lordelo
